record_time_perf,tap_number,frame_age_ms,t_read_total_ms,t_frameacq_ms,t_getts_ms,t_frameconv_ms,detect_time_ms,frames_folder
68793.083762622,91,0.711838,1.762764,1.608704,0.002855,0.148119,2.714232,run_tableB_20250812_150623/frames/trial_0091_20250812_150810
68794.14735327,92,1.565212,1.858885,1.715324,0.003206,0.137228,2.728179,run_tableB_20250812_150623/frames/trial_0092_20250812_150811
68795.15235497,93,0.81356,1.965464,1.667665,0.00526,0.288843,2.842443,run_tableB_20250812_150623/frames/trial_0093_20250812_150812
68796.241757349,94,0.529065,1.695357,1.104145,0.001804,0.586773,2.810023,run_tableB_20250812_150623/frames/trial_0094_20250812_150813
68797.326569891,95,1.584279,1.881667,1.272131,0.004288,0.601381,2.82992,run_tableB_20250812_150623/frames/trial_0095_20250812_150814
68798.400956313,96,0.449314,1.508446,1.370045,0.002595,0.133441,2.764968,run_tableB_20250812_150623/frames/trial_0096_20250812_150815
68799.365194594,97,1.156865,1.843706,1.657606,0.002695,0.179567,2.748907,run_tableB_20250812_150623/frames/trial_0097_20250812_150816
68800.409432241,98,1.576233,1.846702,1.65971,0.002174,0.182353,2.907876,run_tableB_20250812_150623/frames/trial_0098_20250812_150817
68801.414044088,99,0.737346,1.778994,1.614425,0.003065,0.158568,2.805965,run_tableB_20250812_150623/frames/trial_0099_20250812_150819
68802.449830618,100,0.38855,1.804823,1.661915,0.002815,0.137178,3.041658,run_tableB_20250812_150623/frames/trial_0100_20250812_150820
68803.515745004,101,1.42045,1.531299,0.969422,0.002395,0.557167,2.873923,run_tableB_20250812_150623/frames/trial_0101_20250812_150821
68804.678581759,102,0.772241,1.77642,1.620296,0.002565,0.150723,2.920189,run_tableB_20250812_150623/frames/trial_0102_20250812_150822
68805.877491015,103,1.221316,1.715966,1.146555,0.001884,0.564952,2.765769,run_tableB_20250812_150623/frames/trial_0103_20250812_150823
68807.021876104,104,0.918076,1.850078,1.69157,0.002314,0.153609,3.084057,run_tableB_20250812_150623/frames/trial_0104_20250812_150824
